Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
"positive regulation of transcription, DNA-templated (GO:0045893)",0.4463596562419425,1.0335915098561606,0.289,1.0,1121,184,SBNO2;STAT6;LHX2;ONECUT2;MAML2;SREBF1;KAT2A;BRPF1;TNIP1;HRAS;TFEB;STAT5B;PIN1;HEYL;AGRN;CALCOCO1;TRIM28;TRERF1;PAF1;KAT8;MED24;CSRNP1;PPRC1;CITED4;CHCHD2;SSBP4;RAI1;TAF3;ETS2;CDK12;DHX33;SREBF2;RUVBL2;TESC;SRF;BRD4;AFAP1L2;WT1;YBX1;RFX5;ZNF76;PHF8;MED16;MAP2K2;NFIA;CHD8;GLMP;RPRD1B;BMP7;SEC14L2;HAND2;GDF6;DEAF1;CD74;NCOA7;LYL1;THRA;PRPF6;FOXJ2;TGFB1I1;TADA3;ADCYAP1;RGMB;ARNT2;BMP6;RPS6KA4;PPARGC1B;NR1D1;ZBTB18;IRF2BPL;KDM6B;FSTL3;CDK9;GRIP1;NANOS1;RELA;KLF15;SIM1;GLI2;SFRP2;IKZF4;SHC1;ZMIZ2;CD81;MRPL12;USP22;DOT1L;BCL3;ZXDC;MYDGF;F2R;FOXF1;NFATC2;NFE2L1;APBB1;CASZ1;SALL2;TP53INP2;USF2;ERBB2;GATA6;HSF1;SMARCD3;RREB1;E2F8;DTX3L;MTOR;SUPT5H;FZD5;MYCN;FZD4;DDN;ARRB1;DYRK1B;CDKN2B;TGFB1;DNM2;TCF21;PPARA;MEF2D;MYRF;COL1A1;ZFPM2;TBX5;PIM2;NR2F2;SOX12;ESRRB;GATA5;HELZ2;MAML3;BCL9L;NLRC5;JUP;CAND2;MTF1;SIRT2;IL18;AGT;TP53;MAP2K3;CDKN1C;MAVS;MLXIP;PPARD;NCOA1;RNF10;CRTC3;ELF4;HIVEP3;GLIS2;RHOG;ASXL2;GATA4;NPAS2;PSMD9;OSR1;STAT3;WBP2;MAPRE3;ATP1B4;HOXB7;LIF;APP;PADI2;TFE3;FZD1;MED25;ZNF609;RNF187;NR4A3;ELK1;PER1;ZMIZ1;VDR;DVL3;WNT2;NFIC;RARA;IRAK1;PITX2;NCK2;PTPRN;TNFRSF1A,SBNO2;STAT6;LHX2;ONECUT2;MAML2;SREBF1;KAT2A;BRPF1;TNIP1;HRAS;TFEB;STAT5B;PIN1;HEYL;AGRN;CALCOCO1;TRIM28;TRERF1;PAF1;KAT8;MED24;CSRNP1;PPRC1;CITED4;CHCHD2;SSBP4;RAI1;TAF3;ETS2;CDK12;DHX33;SREBF2;RUVBL2;TESC;SRF;BRD4;AFAP1L2;WT1;YBX1;RFX5;ZNF76;PHF8;MED16;MAP2K2;NFIA;CHD8;GLMP;RPRD1B;BMP7;SEC14L2;HAND2;GDF6;DEAF1;CD74;NCOA7;LYL1;THRA;PRPF6;FOXJ2;TGFB1I1;TADA3;ADCYAP1;RGMB;ARNT2;BMP6;RPS6KA4;PPARGC1B;NR1D1;ZBTB18;IRF2BPL;KDM6B;FSTL3;CDK9;GRIP1;NANOS1;RELA;KLF15;SIM1
cellular response to organic cyclic compound (GO:0071407),0.5003564647995064,1.0722240874159537,0.291,1.0,136,35,BAD;DRD1;CTNNA1;HCN2;RUVBL2;GABRB2;CASP7;EZR;WT1;GABRB3;CASP6;ZFP36L1;ADCY1;DMTN;KCNQ1;UBE2L3;SSTR1;RELA;ADCY6;CRHBP;ZNF703;TGFB1;HCN4;ADCY5;SSH1;LARP1;JUP;IL18;MGARP;HCN1;IGFBP5;ATP1A2;AQP1;NR4A3;MSN,BAD;DRD1;CTNNA1;HCN2;RUVBL2;GABRB2;CASP7;EZR;WT1;GABRB3;CASP6;ZFP36L1;ADCY1;DMTN;KCNQ1;UBE2L3;SSTR1
proteolysis involved in cellular protein catabolic process (GO:0051603),0.5162595334778619,1.0773655019890802,0.2932932932932933,1.0,94,23,CAPN2;DDB1;CTSB;CTSZ;PSMB8;IDE;CHMP4B;LONP1;NR1D1;VPS4A;UBL4A;BAG6;PSMB10;VCP;TINAGL1;CTSH;ADAMTS12;RNF123;HM13;CTSA;CLPP;LGMN;RNF41,CAPN2;DDB1;CTSB;CTSZ;PSMB8;IDE;CHMP4B;LONP1;NR1D1;VPS4A;UBL4A;BAG6;PSMB10
positive regulation of protein localization to membrane (GO:1905477),0.5246851392015992,1.080666588358478,0.2965931863727455,1.0,96,20,BAD;MIEF1;AKAP5;TCAF1;AKT2;PPP1R13B;FYN;ITGA3;ERBB2;EPHA2;CIB1;NMT1;SPTBN1;TP53;EPHB2;STX4;CEMIP;RHOG;CLIP3;MYO1C,BAD;MIEF1;AKAP5;TCAF1
cellular response to starvation (GO:0009267),0.5408255707700984,1.0980074474377512,0.2973790322580645,1.0,108,16,NPRL3;SREBF1;SESN2;SREBF2;TBL2;DAP;MYBBP1A;WDR24;GCN1;MTOR;RIPOR1;TP53;FADS1;CLEC16A;MAP1LC3A;SZT2,NPRL3;SREBF1;SESN2;SREBF2
cellular divalent inorganic cation homeostasis (GO:0072503),0.5317339427393207,1.0866844051754359,0.29889669007021064,1.0,102,17,SLC39A8;CAV1;DMPK;SLC39A7;TMEM203;CXCL12;SLC39A14;ANK2;ATP2A3;SLC39A13;SLC41A1;ATP2A2;MT2A;SLC24A3;ATP13A1;STIM1;ATP13A2,SLC39A8;CAV1;DMPK;SLC39A7;TMEM203
spermatogenesis (GO:0007283),0.5355882035384438,1.093283613826048,0.301,1.0,154,17,NDRG3;TYRO3;ACE;AZIN2;CYP26B1;ALPK3;TMEM203;TDRD7;CDK16;SPATA2;BAG6;CDYL;EIF5A2;ALKBH5;GGT1;GPX4;REC8,NDRG3;TYRO3;ACE;AZIN2;CYP26B1;ALPK3;TMEM203;TDRD7;CDK16;SPATA2;BAG6;CDYL;EIF5A2
positive regulation of transcription from RNA polymerase II promoter (GO:0045944),0.45400353791576675,1.0375931790073032,0.304,1.0,849,132,SBNO2;STAT6;ONECUT2;MAML2;SREBF1;KAT2A;TNIP1;HRAS;TFEB;STAT5B;PIN1;HEYL;AGRN;PAF1;CSRNP1;PPRC1;CITED4;CHCHD2;SSBP4;RAI1;CDK12;SREBF2;RUVBL2;SRF;BRD4;YBX1;RFX5;ZNF76;NFIA;CHD8;GLMP;RPRD1B;HAND2;NCOA7;THRA;PRPF6;FOXJ2;ADCYAP1;ARNT2;BMP6;RPS6KA4;PPARGC1B;NR1D1;ZBTB18;IRF2BPL;KDM6B;FSTL3;CDK9;NANOS1;SUPT6H;RELA;KLF15;SCAP;SIM1;MICAL2;GLI2;SFRP2;IKZF4;ZMIZ2;CD81;DOT1L;MYDGF;FOXF1;NFATC2;NFE2L1;SALL2;USF2;HSF1;RREB1;E2F8;GCN1;SUPT5H;FZD5;MYCN;DDN;ARHGEF10L;ARRB1;CDKN2B;TGFB1;TCF21;PPARA;MEF2D;ZFPM2;TBX5;SOX12;ESRRB;GATA5;HELZ2;MAML3;BCL9L;NLRC5;JUP;ZFPM1;MTF1;SIRT2;IL18;TP53;MAVS;MLXIP;PPARD;NCOA1;RNF10;CRTC3;ELF4;GLIS2;ASXL2;GATA4;NPAS2;OSR1;STAT3;WBP2;ATP1B4;HOXB7;LIF;PLXND1;APP;TFE3;MED25;ZNF609;NR4A3;ELK1;PER1;ZMIZ1;VDR;NGFR;WNT2;NFIC;RARA;PITX2;NCK2;PTPRN;TNFRSF1A,SBNO2;STAT6;ONECUT2;MAML2;SREBF1;KAT2A;TNIP1;HRAS;TFEB;STAT5B;PIN1;HEYL;AGRN;PAF1;CSRNP1;PPRC1;CITED4;CHCHD2;SSBP4;RAI1;CDK12;SREBF2;RUVBL2;SRF;BRD4;YBX1;RFX5;ZNF76;NFIA;CHD8;GLMP;RPRD1B;HAND2;NCOA7;THRA;PRPF6;FOXJ2;ADCYAP1;ARNT2;BMP6;RPS6KA4;PPARGC1B;NR1D1;ZBTB18;IRF2BPL;KDM6B;FSTL3;CDK9;NANOS1;SUPT6H;RELA;KLF15;SCAP;SIM1;MICAL2;GLI2;SFRP2;IKZF4;ZMIZ2;CD81
mitochondrial transport (GO:0006839),0.5149562390767971,1.0726831360214006,0.305,1.0,136,23,BAD;CYC1;MFN2;TIMM13;SLC25A38;SLC25A39;PPIF;TOMM40;UCP2;SLC25A4;TOMM22;SLC25A10;PINK1;BCL2L1;SLC25A44;SLC25A45;SLC25A6;SLC25A23;TIMM22;SLC25A11;TP53;MGARP;SLC25A42,BAD;CYC1;MFN2;TIMM13;SLC25A38;SLC25A39;PPIF;TOMM40;UCP2
protein oligomerization (GO:0051259),0.48969669824513695,1.0577059237400066,0.313,1.0,218,37,TMEM120B;ALAD;TRIM28;CAV1;IKBKE;SPTBN5;IDE;DPYSL3;CHMP4B;QPRT;LONP1;PEX14;LETM1;TRAPPC12;MCCC2;EHD3;DGKD;IKZF4;BAX;FLOT1;TAF10;HSF1;AMFR;P2RX6;FSD1;TOR1B;TEK;TP53;EHD4;MAGI2;EHD1;NACC2;TRIM22;NACC1;TWNK;IRAK1;BOK,TMEM120B;ALAD;TRIM28;CAV1;IKBKE;SPTBN5;IDE;DPYSL3;CHMP4B;QPRT;LONP1;PEX14;LETM1;TRAPPC12
actin filament organization (GO:0007015),0.4896146672121031,1.059562280821608,0.319,1.0,121,37,BAIAP2;ACTN1;TPM4;ACTC1;RAC2;DPYSL3;TMOD2;RHOBTB1;MYBPC3;MYOM1;WASL;DMTN;TMOD1;RHOD;CGNL1;EMP2;MYOM2;PPP1R9B;LMOD1;FLNA;WHAMM;RHOB;TPM2;RND1;HIP1;RHOBTB2;ARPC4;FRY;RHOG;MYBPHL;SHROOM3;ALDOA;CDC42EP2;EPS8;INPPL1;RHOC;BCAR1,BAIAP2;ACTN1;TPM4;ACTC1;RAC2;DPYSL3;TMOD2;RHOBTB1;MYBPC3;MYOM1;WASL;DMTN;TMOD1
protein dephosphorylation (GO:0006470),0.5068093117425595,1.0686954954199954,0.327,1.0,126,25,CTDSP1;PPM1G;CTDNEP1;PPP2R3B;DUSP22;PPM1E;SSU72;PPP2R5D;PTPRB;RPRD1B;DUSP10;PTPN18;PTPRH;PHLPP2;CTDP1;PPM1M;SSH2;DUSP3;PPP1R15A;PHLPP1;SSH1;PHPT1;PTPRU;PTPRT;PPP2R1A,CTDSP1;PPM1G;CTDNEP1;PPP2R3B;DUSP22;PPM1E;SSU72;PPP2R5D;PTPRB;RPRD1B;DUSP10
actin filament bundle organization (GO:0061572),0.537263521529002,1.0825390625433886,0.3282980866062437,1.0,36,15,BAIAP2;DPYSL3;EZR;ADD1;RHOBTB1;DMTN;RHOD;RHOB;USH1C;RND1;FSCN2;RHOBTB2;ADD2;EPS8;RHOC,BAIAP2;DPYSL3;EZR;ADD1;RHOBTB1;DMTN
axon development (GO:0061564),0.5174908910715722,1.0681688761737316,0.3303303303303303,1.0,95,20,BAIAP2;MAP1S;MAP1B;TAOK2;PARD6B;BRSK2;LINGO1;MAP1A;LRRN2;APBB1;SLITRK4;RAB3A;SLITRK2;EPHB2;LRFN1;CDK5;APP;SLIT3;PRELP;DRD2,BAIAP2;MAP1S;MAP1B;TAOK2;PARD6B;BRSK2;LINGO1;MAP1A
neuron differentiation (GO:0030182),0.5260953649308472,1.0717003988489382,0.33567134268537074,1.0,140,17,MAPK10;PIN1;WNK1;SRF;HAND2;BRSK2;GLI2;ATP8A2;FZD5;FZD4;WNT2B;TENM4;SPOCK1;CDK5;FZD1;WNT2;PITX2,MAPK10;PIN1;WNK1;SRF;HAND2;BRSK2
regulation of inflammatory response (GO:0050727),0.5085131007876028,1.0619752155550064,0.338,1.0,167,24,SBNO2;TYRO3;TNIP1;NLRX1;SHARPIN;BRD4;MGLL;RELA;BCL6;APOE;CASP4;TEK;GGT1;PPARA;ADAMTS12;PTGIS;IL18;AGT;PPARD;SMPDL3B;PLA2G2A;AGTR1;PER1;TNFRSF1A,SBNO2;TYRO3;TNIP1;NLRX1;SHARPIN;BRD4;MGLL
negative regulation of nucleic acid-templated transcription (GO:1903507),0.4629703526489965,1.0345493177792422,0.343,1.0,445,72,HEXIM1;SBNO2;ZNF552;ZNF174;BCL7A;YEATS2;HEYL;TRIM28;PRMT6;KAT8;ZNF587B;HDAC10;KDM4A;EID2;MBD1;WT1;CHD8;PEX14;LOXL3;BMP7;DEAF1;THRA;LANCL2;CHMP1A;CRY2;BAHD1;NR1D1;ZBTB18;KDM5C;RELA;BCL6;CCDC85B;SFRP2;IKZF4;SHC1;BCL3;DAP;RIOX1;ZNF703;MYBBP1A;FOXS1;GATA6;MAGEL2;TGFB1;PPARA;PBXIP1;ZFPM2;TLE2;NR2F2;THAP7;SIRT2;CDKN2A;PML;TP53;CTBP1;ZHX2;CDKN1C;DKK3;AES;PPARD;ZHX3;GLIS2;CDK5;ZBTB7A;NACC2;PER1;NACC1;VDR;RARA;WWP2;MECP2;BHLHE41,HEXIM1;SBNO2;ZNF552;ZNF174;BCL7A;YEATS2;HEYL;TRIM28;PRMT6;KAT8;ZNF587B;HDAC10;KDM4A;EID2;MBD1;WT1;CHD8;PEX14;LOXL3;BMP7;DEAF1;THRA;LANCL2;CHMP1A;CRY2;BAHD1;NR1D1;ZBTB18;KDM5C;RELA;BCL6;CCDC85B;SFRP2;IKZF4;SHC1
positive regulation of developmental process (GO:0051094),0.5281095187377329,1.0714980657974438,0.3453815261044177,1.0,114,16,C1QBP;MIEF1;SRF;MST1;EDN3;HAND2;RBM19;ZNF703;MUL1;PINK1;INSR;RREB1;ESRRB;BMP1;SOX6;SYDE1,C1QBP;MIEF1;SRF;MST1;EDN3;HAND2;RBM19
brain development (GO:0007420),0.5095924379243493,1.0583431893961492,0.348,1.0,120,22,MAP1S;NES;AMIGO2;GRIN2D;PHF8;HNMT;CTNS;CHD8;THRA;ARNT2;BAG6;COL4A1;CDH2;SLC6A17;RELN;SHANK1;PITPNM1;HSPG2;NDRG4;RARA;PLXNB2;PTCH1,MAP1S;NES;AMIGO2;GRIN2D;PHF8;HNMT;CTNS;CHD8;THRA;ARNT2
actin filament bundle assembly (GO:0051017),0.537263521529002,1.072791651949629,0.3486973947895792,1.0,38,15,BAIAP2;DPYSL3;EZR;ADD1;RHOBTB1;DMTN;RHOD;RHOB;USH1C;RND1;FSCN2;RHOBTB2;ADD2;EPS8;RHOC,BAIAP2;DPYSL3;EZR;ADD1;RHOBTB1;DMTN
negative regulation of transcription from RNA polymerase II promoter (GO:0000122),0.45823039171358715,1.0317489948277352,0.35,1.0,566,90,HEXIM1;C1QBP;ZNF174;CBX7;WWC2;YEATS2;THAP11;CAV1;PAF1;HDAC10;DUSP22;MBD1;TAF3;ETS2;SREBF2;NR2F6;HIVEP1;SRF;EZR;WT1;SP2;USP2;NFIA;CHD8;MBD3;RECQL5;DEAF1;CRY2;KANK2;BMP6;NR1D1;ZBTB18;IRF2BPL;RELA;BCL6;GLI2;TCF25;JAZF1;MAFK;BAG3;APBB1;SALL2;GATA6;HDGF;HSF1;NCOR2;RREB1;CC2D1A;E2F8;SUPT5H;SUFU;ZNF608;TCF21;PPARA;ZFPM2;GATAD2B;NR2F2;ZFPM1;CUX1;MNT;SIRT2;TP53;CTBP1;ZHX2;AES;NOC2L;PPARD;CBX6;ZHX3;GLIS2;OSR1;STAT3;TGIF2;MED25;NR4A3;AEBP1;NACC2;PER1;VDR;NR2F1;NFIC;RARA;PTCH1;MXD4;WWP2;WFS1;MECP2;CCND1;BHLHE41;IGF2,HEXIM1;C1QBP;ZNF174;CBX7;WWC2;YEATS2;THAP11;CAV1;PAF1;HDAC10;DUSP22;MBD1;TAF3;ETS2;SREBF2;NR2F6;HIVEP1;SRF;EZR;WT1;SP2;USP2;NFIA;CHD8;MBD3;RECQL5;DEAF1;CRY2;KANK2;BMP6;NR1D1;ZBTB18;IRF2BPL
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",0.507661593662416,1.0558106171068584,0.35070140280561124,1.0,237,21,XAB2;DHX38;PQBP1;CASC3;SNRPN;RAVER1;YBX1;SF3A1;SNRNP25;PABPC1;SYMPK;PRPF6;EFTUD2;PCBP1;POLR2L;RBPMS;POLR2E;PUF60;CPSF1;PRCC;GTF2F1,XAB2;DHX38;PQBP1;CASC3;SNRPN;RAVER1;YBX1;SF3A1;SNRNP25;PABPC1;SYMPK;PRPF6;EFTUD2
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),0.5294710629230084,1.0671595939828726,0.3527054108216433,1.0,80,16,BAD;IFT57;AIFM1;TNFRSF10B;CASP7;BAX;VCP;F2R;DAP;MUL1;EGLN3;CASP4;DLC1;HIP1;NGFR;BOK,BAD;IFT57;AIFM1;TNFRSF10B;CASP7
negative regulation of gene expression (GO:0010629),0.4547136110844298,1.0302886175585064,0.354,1.0,619,101,HEXIM1;SBNO2;ZNF552;ZNF174;ERN1;PC;BCL7A;HRAS;YEATS2;HEYL;TRIM28;PRMT6;KAT8;STC2;ZNF587B;HDAC10;KDM4A;EID2;SAMD4B;MBD1;WT1;CPNE1;TERF2;IGF2BP1;MAP2K2;CHD8;PEX14;LOXL3;DAPK1;BMP7;HAND2;DEAF1;SNX12;THRA;LANCL2;CHMP1A;CRY2;BAHD1;NOCT;NR1D1;OLFM1;ZBTB18;KDM5C;NANOS1;RELA;BCL6;CCDC85B;NOTCH2;SFRP2;IKZF4;SHC1;BCL3;SMCR8;MYADM;DAP;RIOX1;ZNF703;MYBBP1A;PINK1;SAMD4A;ZFP36L2;FOXS1;GATA6;NCOR2;MYCN;MAGEL2;TGFB1;PPARA;PBXIP1;ZFPM2;TLE2;UPK3B;TOB1;LARP1;NR2F2;THAP7;SIRT2;CDKN2A;PML;TP53;CTBP1;ZHX2;CDKN1C;DKK3;AES;PPARD;IGFBP5;ZHX3;GLIS2;CDK5;ZBTB7A;FLOT2;APP;NACC2;PER1;NACC1;VDR;RARA;WWP2;MECP2;BHLHE41,HEXIM1;SBNO2;ZNF552;ZNF174;ERN1;PC;BCL7A;HRAS;YEATS2;HEYL;TRIM28;PRMT6;KAT8;STC2;ZNF587B;HDAC10;KDM4A;EID2;SAMD4B;MBD1;WT1;CPNE1;TERF2;IGF2BP1;MAP2K2;CHD8;PEX14;LOXL3;DAPK1;BMP7;HAND2;DEAF1;SNX12;THRA;LANCL2;CHMP1A;CRY2;BAHD1;NOCT;NR1D1;OLFM1;ZBTB18;KDM5C;NANOS1;RELA;BCL6;CCDC85B;NOTCH2;SFRP2;IKZF4;SHC1
mitotic cell cycle phase transition (GO:0044772),0.48300241789824633,1.043831343354911,0.355,1.0,222,38,DCTN3;OPTN;NES;CHMP7;RANBP3;MBD1;ACTR1A;CHMP4B;PHF8;ABCB1;TUBG1;CDK6;PHLDA1;NINL;BRSK2;CAMK2A;PRKACA;PPP1R12B;EIF4EBP1;CTDP1;CDK14;CSNK1D;CDC34;SSNA1;TUBB4A;CDKN2B;DNM2;USH1C;POLE4;PIM2;CDC25B;CDKN2A;DCTN1;EPS8;PPP2R1A;FBXL7;LATS2;CCND1,DCTN3;OPTN;NES;CHMP7;RANBP3;MBD1;ACTR1A;CHMP4B;PHF8;ABCB1;TUBG1;CDK6;PHLDA1;NINL;BRSK2;CAMK2A;PRKACA;PPP1R12B;EIF4EBP1
cilium assembly (GO:0060271),0.48441807342614707,1.0463335117348533,0.359,1.0,289,37,IFT57;PARVA;BBS5;CFAP46;KIF3B;TEKT2;DCTN3;MBD1;ALPK3;NUDCD3;ACTR1A;TUBG1;RILPL1;NINL;CCDC40;STK36;PRKACA;ABLIM3;UBXN10;EHD3;OCRL;SNAP29;CCDC28B;CSNK1D;RAB17;SSNA1;TUBB4A;TMEM250;FLNA;DNAAF3;DISC1;DCTN1;DYNLRB1;EHD1;MARK4;PPP2R1A;ATP6V0D1,IFT57;PARVA;BBS5;CFAP46;KIF3B;TEKT2;DCTN3;MBD1;ALPK3;NUDCD3;ACTR1A;TUBG1;RILPL1;NINL;CCDC40;STK36;PRKACA;ABLIM3;UBXN10;EHD3
monocarboxylic acid metabolic process (GO:0032787),0.5241847998189388,1.0591761384007345,0.3597989949748744,1.0,109,17,PC;GGT5;STAT5B;STRA6;PCCB;ACAA1;ALDH1A2;MCCC2;ALDH5A1;GOT2;GBA2;GGT1;PPARA;BSG;ALDH4A1;ME3;SLC16A3,PC;GGT5;STAT5B;STRA6;PCCB;ACAA1;ALDH1A2;MCCC2;ALDH5A1;GOT2
RNA processing (GO:0006396),0.49542059042921377,1.0466607723217396,0.36,1.0,194,28,RBMS1;DHX38;SNRPN;CDK12;DHX33;WT1;SF3A1;USB1;AURKAIP1;SNRNP25;DHX30;BICD1;CELF2;PRPF6;EFTUD2;PRKACA;RBMS2;TSEN34;DDX54;PABPC4;RBPMS;ALKBH5;PPP1R9B;SUPT5H;DHX34;MAPKBP1;PPP2R1A;SRRM4,RBMS1;DHX38;SNRPN;CDK12;DHX33;WT1;SF3A1;USB1;AURKAIP1;SNRNP25;DHX30;BICD1;CELF2;PRPF6;EFTUD2;PRKACA
macromolecular complex assembly (GO:0065003),0.49242899723331324,1.0507029400672436,0.366,1.0,121,31,NDUFAF1;CNKSR3;APBA1;IL1RAP;SLC7A6;PARD6B;PEX14;WASL;CD74;DMTN;WASF1;DLG4;TAPBP;TSPAN4;SLC7A7;TUBGCP2;HSF1;PTK2B;SLC9A3R1;USH1C;GPAA1;NFS1;PML;TP53;SHANK1;DNAJB12;SLC9A3R2;ADD2;CARD10;PPP2R1A;LAMC1,NDUFAF1;CNKSR3;APBA1;IL1RAP;SLC7A6;PARD6B;PEX14;WASL;CD74;DMTN;WASF1;DLG4
vesicle organization (GO:0016050),0.4909237088544869,1.0465590171454995,0.372,1.0,128,28,GOSR1;SYT15;PI4K2A;CAV1;LAPTM4B;SNAP47;SNX8;SYTL3;DOC2A;WASL;SNX12;ARFGEF2;ANXA8;VPS4A;SYT17;SNAP29;SYT9;STX11;SNX32;S100A10;SNX30;SNX33;AP2M1;SYT4;YKT6;STX4;LAMTOR1;VPS18,GOSR1;SYT15;PI4K2A;CAV1;LAPTM4B;SNAP47;SNX8;SYTL3;DOC2A;WASL;SNX12;ARFGEF2;ANXA8;VPS4A;SYT17;SNAP29;SYT9;STX11
negative regulation of cell migration (GO:0030336),0.49069611849601297,1.0399292425729159,0.376,1.0,122,31,DPEP1;SRGAP2C;NF2;TCAF1;STRAP;DPYSL3;ARAP3;DUSP10;PODN;SRGAP2;SFRP2;TIMP1;RECK;RHOB;DLC1;THY1;COL3A1;PLXNB3;TBX5;SULF1;IGFBP3;ADAM15;IGFBP5;MAGI2;PTPRU;MCC;NDRG4;DAG1;SRGAP2B;RNF41;DRD2,DPEP1;SRGAP2C;NF2;TCAF1;STRAP;DPYSL3;ARAP3;DUSP10;PODN
organelle assembly (GO:0070925),0.472593952937146,1.035504520565755,0.377,1.0,377,48,WIPI1;IFT57;PARVA;BBS5;ATXN2;TEKT2;AMBRA1;CHMP7;MBD1;ALPK3;NUDCD3;TMOD2;CHMP4B;TUBG1;RILPL1;MYH6;MYOZ3;DBNL;VPS28;BICD1;TMOD1;CHMP1A;STK36;ABLIM3;UBXN10;EHD3;VPS4A;PATL1;OCRL;SNAP29;VPS37B;CCDC28B;CSNK1D;RAB17;ATG13;WIPI2;LMOD1;TP53INP2;TMEM250;FLNA;ATG4D;SYNPO;ATG2A;ATG9A;EHD1;ULK3;MAP1LC3A;ATP6V0D1,WIPI1;IFT57;PARVA;BBS5;ATXN2;TEKT2;AMBRA1;CHMP7;MBD1;ALPK3;NUDCD3;TMOD2;CHMP4B;TUBG1;RILPL1;MYH6;MYOZ3;DBNL;VPS28;BICD1;TMOD1;CHMP1A;STK36;ABLIM3;UBXN10;EHD3;VPS4A;PATL1;OCRL;SNAP29;VPS37B
regulation of gene expression (GO:0010468),0.4440868506987544,1.022353870492187,0.377,1.0,1038,148,SBNO2;SPOUT1;USP36;MAPK10;ZNF552;PC;DRD1;AHNAK2;FAM98A;ASH2L;HRAS;TFEB;MLLT6;CALCOCO1;PQBP1;ZNF284;PRMT6;STC2;PIK3CB;HDAC10;ACTC1;TOB2;KDM4A;ASCC2;NLRX1;RBM38;HIVEP1;TESC;ALPK3;EZR;WT1;CPNE1;YBX1;SAFB2;TERF2;MAP2K2;EDN3;NFIA;ZNF341;RIMS2;MYOM1;HAND2;CDK6;MLF2;ZFP36L1;ZNF317;SNX12;LYL1;PRMT7;NOCT;ZNF611;TDRD7;TADA3;PIK3CD;ARNT2;UBE2L3;RPS6KA4;PPARGC1B;OLFM1;MAPK15;NANOS1;ZNF672;TAPBP;SUPT6H;RELA;FASTK;NOTCH2;DTNBP1;SFRP2;ABL1;WARS;PTP4A3;ZNF580;ANK2;SMCR8;ZNF668;POFUT1;MYADM;ACTA2;ZNF703;MYBBP1A;NFATC2;PINK1;UBAP2L;TGFBRAP1;APBB1;SALL2;SALL3;INSR;RREB1;ZC3H3;MTOR;BAZ2A;ATF7;SUFU;MYCN;RNF207;NFYC;CTSH;ACTG2;MAPK12;ZNF19;TGFB1;DNM2;MEGF8;ABCG1;UPK3B;TOB1;ESRRB;ZNF629;PML;TP53;FADS1;GTF2IRD1;EPHB2;USP13;AES;SFRP4;SOX6;MAPK11;HIVEP3;MAGED1;SERPINB9;GATA4;OSR1;STAT3;FLOT2;TGIF2;ATP1B4;HOXB7;NELL1;APP;PPP2R1A;SRRM4;NACC2;TRIM22;MAPK4;MSN;TICAM1;PER1;VDR;CLU;ZC3H7B;CSF1;WWP2;PITX2;MECP2;IGF2,SBNO2;SPOUT1;USP36;MAPK10;ZNF552;PC;DRD1;AHNAK2;FAM98A;ASH2L;HRAS;TFEB;MLLT6;CALCOCO1;PQBP1;ZNF284;PRMT6;STC2;PIK3CB;HDAC10;ACTC1;TOB2;KDM4A;ASCC2;NLRX1;RBM38;HIVEP1;TESC;ALPK3;EZR;WT1;CPNE1;YBX1;SAFB2;TERF2;MAP2K2;EDN3;NFIA;ZNF341;RIMS2;MYOM1;HAND2;CDK6;MLF2;ZFP36L1;ZNF317;SNX12;LYL1;PRMT7;NOCT;ZNF611;TDRD7;TADA3;PIK3CD;ARNT2;UBE2L3;RPS6KA4;PPARGC1B;OLFM1;MAPK15;NANOS1;ZNF672;TAPBP;SUPT6H;RELA
cell morphogenesis involved in neuron differentiation (GO:0048667),0.506987342586085,1.0450180235113893,0.38238238238238237,1.0,98,21,BAIAP2;MAP1S;MAP1B;TAOK2;PARD6B;BRSK2;LINGO1;MAP1A;LRRN2;APBB1;SLITRK4;MAPK8IP2;RAB3A;SLITRK2;LRFN1;MAP6;CDK5;APP;SLIT3;PRELP;DRD2,BAIAP2;MAP1S;MAP1B;TAOK2;PARD6B;BRSK2;LINGO1;MAP1A
positive regulation of response to external stimulus (GO:0032103),0.5266154076940177,1.047022889885727,0.3856998992950655,1.0,91,15,CYBA;TNIP1;OPTN;BMP6;LRSAM1;RARRES2;CCL21;THBD;TGFB1;IL18;AGT;STX4;PLA2G2A;AGTR1;TNFRSF1A,CYBA;TNIP1;OPTN
